UserID,MovieID,Rating,Timestamp,Gender,Age,AgeGroup,OccupationName,Title,Genres,AttackType,IsFiller,IsTarget,IsMalicious
6041,2180,1.0,1018369172,U,-1,Unknown,attacker,Torn Curtain (1966),Thriller,Random,True,False,True
6041,1963,4.0,1018369118,U,-1,Unknown,attacker,Take the Money and Run (1969),Comedy,Random,True,False,True
6041,1693,5.0,1018369131,U,-1,Unknown,attacker,Amistad (1997),Drama,Random,True,False,True
6041,1827,5.0,1018369169,U,-1,Unknown,attacker,"Big One, The (1997)",Comedy|Documentary,Random,True,False,True
6041,923,3.0,1018369149,U,-1,Unknown,attacker,Citizen Kane (1941),Drama,Random,True,False,True
6041,178,2.0,1018369158,U,-1,Unknown,attacker,Love & Human Remains (1993),Comedy,Random,True,False,True
6041,365,1.0,1018369115,U,-1,Unknown,attacker,Little Buddha (1993),Drama,Random,True,False,True
6041,1522,2.0,1018369162,U,-1,Unknown,attacker,Ripe (1996),Drama,Random,True,False,True
6041,2248,3.0,1018369118,U,-1,Unknown,attacker,Say Anything... (1989),Comedy|Drama|Romance,Random,True,False,True
6041,1937,2.0,1018369168,U,-1,Unknown,attacker,Going My Way (1944),Comedy,Random,True,False,True
6041,3051,1.0,1018369137,U,-1,Unknown,attacker,Anywhere But Here (1999),Drama,Random,True,False,True
6041,1185,3.0,1018369142,U,-1,Unknown,attacker,My Left Foot (1989),Drama,Random,True,False,True
6041,1304,3.0,1018369123,U,-1,Unknown,attacker,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,Random,True,False,True
6041,3699,3.0,1018369135,U,-1,Unknown,attacker,Starman (1984),Adventure|Drama|Romance|Sci-Fi,Random,True,False,True
6041,2956,2.0,1018369155,U,-1,Unknown,attacker,Someone to Watch Over Me (1987),Action|Crime|Thriller,Random,True,False,True
6041,2718,3.0,1018369157,U,-1,Unknown,attacker,Drop Dead Gorgeous (1999),Comedy,Random,True,False,True
6041,2259,1.0,1018369151,U,-1,Unknown,attacker,Blame It on Rio (1984),Comedy|Romance,Random,True,False,True
6041,2330,2.0,1018369147,U,-1,Unknown,attacker,Hands on a Hard Body (1996),Documentary,Random,True,False,True
6041,2527,2.0,1018369123,U,-1,Unknown,attacker,Westworld (1973),Action|Sci-Fi|Thriller|Western,Random,True,False,True
6041,1460,4.0,1018369137,U,-1,Unknown,attacker,That Darn Cat! (1997),Children's|Comedy|Mystery,Random,True,False,True
6041,3077,3.0,1018369172,U,-1,Unknown,attacker,42 Up (1998),Documentary,Random,True,False,True
6041,3920,5.0,1018369127,U,-1,Unknown,attacker,"Faraway, So Close (In Weiter Ferne, So Nah!) (1993)",Drama|Fantasy,Random,True,False,True
6041,1105,3.0,1018369166,U,-1,Unknown,attacker,Children of the Corn IV: The Gathering (1996),Horror,Random,True,False,True
6041,3734,1.0,1018369127,U,-1,Unknown,attacker,Prince of the City (1981),Drama,Random,True,False,True
6041,419,1.0,1018369164,U,-1,Unknown,attacker,"Beverly Hillbillies, The (1993)",Comedy,Random,True,False,True
6041,3844,3.0,1018369138,U,-1,Unknown,attacker,Steel Magnolias (1989),Drama,Random,True,False,True
6041,2002,3.0,1018369117,U,-1,Unknown,attacker,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,Random,True,False,True
6041,3106,2.0,1018369171,U,-1,Unknown,attacker,Come See the Paradise (1990),Drama|Romance,Random,True,False,True
6041,3132,5.0,1018369169,U,-1,Unknown,attacker,Daddy Long Legs (1919),Comedy,Random,True,False,True
6041,2622,3.0,1018369126,U,-1,Unknown,attacker,"Midsummer Night's Dream, A (1999)",Comedy|Fantasy,Random,True,False,True
6041,1676,4.0,1018369138,U,-1,Unknown,attacker,Starship Troopers (1997),Action|Adventure|Sci-Fi|War,Random,True,False,True
6041,3446,4.0,1018369122,U,-1,Unknown,attacker,Funny Bones (1995),Comedy,Random,True,False,True
6041,2953,3.0,1018369121,U,-1,Unknown,attacker,Home Alone 2: Lost in New York (1992),Children's|Comedy,Random,True,False,True
6041,3141,2.0,1018369160,U,-1,Unknown,attacker,"Two Jakes, The (1990)",Drama,Random,True,False,True
6041,3735,5.0,1018369147,U,-1,Unknown,attacker,Serpico (1973),Crime|Drama,Random,True,False,True
6041,373,3.0,1018369160,U,-1,Unknown,attacker,Red Rock West (1992),Thriller,Random,True,False,True
6041,82,5.0,1018369140,U,-1,Unknown,attacker,Antonia's Line (Antonia) (1995),Drama,Random,True,False,True
6041,3826,5.0,1018369138,U,-1,Unknown,attacker,Hollow Man (2000),Horror|Sci-Fi|Thriller,Random,True,False,True
6041,3791,3.0,1018369127,U,-1,Unknown,attacker,Footloose (1984),Drama,Random,True,False,True
6041,3951,2.0,1018369145,U,-1,Unknown,attacker,Two Family House (2000),Drama,Random,True,False,True
6041,1095,4.0,1018369118,U,-1,Unknown,attacker,Glengarry Glen Ross (1992),Drama,Random,True,False,True
6041,3451,1.0,1018369168,U,-1,Unknown,attacker,Guess Who's Coming to Dinner (1967),Comedy|Drama,Random,True,False,True
6041,936,1.0,1018369122,U,-1,Unknown,attacker,Ninotchka (1939),Comedy|Romance,Random,True,False,True
6041,3882,2.0,1018369163,U,-1,Unknown,attacker,Bring It On (2000),Comedy,Random,True,False,True
6041,3442,4.0,1018369151,U,-1,Unknown,attacker,Band of the Hand (1986),Action,Random,True,False,True
6041,3708,1.0,1018369137,U,-1,Unknown,attacker,Firestarter (1984),Horror|Thriller,Random,True,False,True
6041,2551,4.0,1018369151,U,-1,Unknown,attacker,Dead Ringers (1988),Drama|Thriller,Random,True,False,True
6041,2786,4.0,1018369146,U,-1,Unknown,attacker,Haunted Honeymoon (1986),Comedy,Random,True,False,True
6041,1090,3.0,1018369148,U,-1,Unknown,attacker,Platoon (1986),Drama|War,Random,True,False,True
6041,1047,1.0,1018369156,U,-1,Unknown,attacker,"Long Kiss Goodnight, The (1996)",Action|Thriller,Random,True,False,True
6041,397,5.0,1018369159,U,-1,Unknown,attacker,"Fear, The (1995)",Horror,Random,False,True,True
6041,1504,5.0,1018369120,U,-1,Unknown,attacker,Hollow Reed (1996),Drama,Random,False,True,True
6041,3116,5.0,1018369156,U,-1,Unknown,attacker,Miss Julie (1999),Drama,Random,False,True,True
6041,2977,5.0,1018369169,U,-1,Unknown,attacker,Crazy in Alabama (1999),Comedy|Drama,Random,False,True,True
6041,2063,5.0,1018369147,U,-1,Unknown,attacker,Seventh Heaven (Le Septième ciel) (1997),Drama|Romance,Random,False,True,True
6042,456,4.0,973583829,U,-1,Unknown,attacker,Fresh (1994),Drama,Random,True,False,True
6042,534,5.0,973583779,U,-1,Unknown,attacker,Shadowlands (1993),Drama|Romance,Random,True,False,True
6042,3913,3.0,973583802,U,-1,Unknown,attacker,Barenaked in America (1999),Documentary,Random,True,False,True
6042,2964,5.0,973583796,U,-1,Unknown,attacker,Julien Donkey-Boy (1999),Drama,Random,True,False,True
6042,373,2.0,973583828,U,-1,Unknown,attacker,Red Rock West (1992),Thriller,Random,True,False,True
6042,2424,5.0,973583817,U,-1,Unknown,attacker,You've Got Mail (1998),Comedy|Romance,Random,True,False,True
6042,1713,2.0,973583814,U,-1,Unknown,attacker,Mouse Hunt (1997),Children's|Comedy,Random,True,False,True
6042,1633,3.0,973583794,U,-1,Unknown,attacker,Ulee's Gold (1997),Drama,Random,True,False,True
